origin,destination,departure_time,arrival_time,fare,s,f
Colombo,Kandy,6:25,10:25,250.0,"[:Schedule {service_type: Luxury, arrival: 10:25, route_no: 01, route_type: Normal Route, arrival_to_terminal: 5:55, Runing Days: Odd Days, departure: 6:25, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,6:25,9:25,250.0,"[:Schedule {service_type: Luxury, arrival: 9:25, route_no: 01, route_type: Express Route, arrival_to_terminal: 6:10, Runing Days: Odd Days, departure: 6:25, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,6:25,9:25,250.0,"[:Schedule {service_type: Luxury, arrival: 9:25, route_no: 01, route_type: Express Route, arrival_to_terminal: 6:10, Runing Days: Odd Days, departure: 6:25, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,6:55,10:55,250.0,"[:Schedule {service_type: Luxury, arrival: 10:55, route_no: 01, route_type: Normal Route, arrival_to_terminal: 6:25, Runing Days: Odd Days, departure: 6:55, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,6:55,10:55,250.0,"[:Schedule {service_type: Luxury, arrival: 10:55, route_no: 01, route_type: Normal Route, arrival_to_terminal: 6:25, Runing Days: Odd Days, departure: 6:55, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,7:10,10:10,250.0,"[:Schedule {service_type: Luxury, arrival: 10:10, route_no: 01, route_type: Express Route, arrival_to_terminal: 6:40, Runing Days: Odd Days, departure: 7:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,7:10,10:10,250.0,"[:Schedule {service_type: Luxury, arrival: 10:10, route_no: 01, route_type: Express Route, arrival_to_terminal: 6:40, Runing Days: Odd Days, departure: 7:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,7:30,11:30,250.0,"[:Schedule {service_type: Luxury, arrival: 11:30, route_no: 01, route_type: Normal Route, arrival_to_terminal: 7:00, Runing Days: Odd Days, departure: 7:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,7:30,11:30,250.0,"[:Schedule {service_type: Luxury, arrival: 11:30, route_no: 01, route_type: Normal Route, arrival_to_terminal: 7:00, Runing Days: Odd Days, departure: 7:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,7:50,10:50,250.0,"[:Schedule {service_type: Luxury, arrival: 10:50, route_no: 01, route_type: Express Route, arrival_to_terminal: 7:20, Runing Days: Odd Days, departure: 7:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,7:50,10:50,250.0,"[:Schedule {service_type: Luxury, arrival: 10:50, route_no: 01, route_type: Express Route, arrival_to_terminal: 7:20, Runing Days: Odd Days, departure: 7:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,8:10,12:10,250.0,"[:Schedule {service_type: Luxury, arrival: 12:10, route_no: 01, route_type: Normal Route, arrival_to_terminal: 7:40, Runing Days: Odd Days, departure: 8:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,8:10,12:10,250.0,"[:Schedule {service_type: Luxury, arrival: 12:10, route_no: 01, route_type: Normal Route, arrival_to_terminal: 7:40, Runing Days: Odd Days, departure: 8:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,8:30,11:30,250.0,"[:Schedule {service_type: Luxury, arrival: 11:30, route_no: 01, route_type: Express Route, arrival_to_terminal: 8:00, Runing Days: Odd Days, departure: 8:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,8:30,11:30,250.0,"[:Schedule {service_type: Luxury, arrival: 11:30, route_no: 01, route_type: Express Route, arrival_to_terminal: 8:00, Runing Days: Odd Days, departure: 8:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,8:50,12:50,250.0,"[:Schedule {service_type: Luxury, arrival: 12:50, route_no: 01, route_type: Normal Route, arrival_to_terminal: 8:20, Runing Days: Odd Days, departure: 8:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,8:50,12:50,250.0,"[:Schedule {service_type: Luxury, arrival: 12:50, route_no: 01, route_type: Normal Route, arrival_to_terminal: 8:20, Runing Days: Odd Days, departure: 8:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,9:10,12:10,250.0,"[:Schedule {service_type: Luxury, arrival: 12:10, route_no: 01, route_type: Express Route, arrival_to_terminal: 8:40, Runing Days: Odd Days, departure: 9:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,9:10,12:10,250.0,"[:Schedule {service_type: Luxury, arrival: 12:10, route_no: 01, route_type: Express Route, arrival_to_terminal: 8:40, Runing Days: Odd Days, departure: 9:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,9:30,13:30,250.0,"[:Schedule {service_type: Luxury, arrival: 13:30, route_no: 01, route_type: Normal Route, arrival_to_terminal: 9:00, Runing Days: Odd Days, departure: 9:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,9:30,13:30,250.0,"[:Schedule {service_type: Luxury, arrival: 13:30, route_no: 01, route_type: Normal Route, arrival_to_terminal: 9:00, Runing Days: Odd Days, departure: 9:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,9:50,12:50,250.0,"[:Schedule {service_type: Luxury, arrival: 12:50, route_no: 01, route_type: Express Route, arrival_to_terminal: 9:20, Runing Days: Odd Days, departure: 9:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,9:50,12:50,250.0,"[:Schedule {service_type: Luxury, arrival: 12:50, route_no: 01, route_type: Express Route, arrival_to_terminal: 9:20, Runing Days: Odd Days, departure: 9:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,10:10,14:10,250.0,"[:Schedule {service_type: Luxury, arrival: 14:10, route_no: 01, route_type: Normal Route, arrival_to_terminal: 9:40, Runing Days: Odd Days, departure: 10:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,10:10,14:10,250.0,"[:Schedule {service_type: Luxury, arrival: 14:10, route_no: 01, route_type: Normal Route, arrival_to_terminal: 9:40, Runing Days: Odd Days, departure: 10:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,10:30,13:30,250.0,"[:Schedule {service_type: Luxury, arrival: 13:30, route_no: 01, route_type: Express Route, arrival_to_terminal: 10:00, Runing Days: Odd Days, departure: 10:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,10:30,13:30,250.0,"[:Schedule {service_type: Luxury, arrival: 13:30, route_no: 01, route_type: Express Route, arrival_to_terminal: 10:00, Runing Days: Odd Days, departure: 10:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,10:50,14:50,250.0,"[:Schedule {service_type: Luxury, arrival: 14:50, route_no: 01, route_type: Normal Route, arrival_to_terminal: 10:20, Runing Days: Odd Days, departure: 10:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,10:50,14:50,250.0,"[:Schedule {service_type: Luxury, arrival: 14:50, route_no: 01, route_type: Normal Route, arrival_to_terminal: 10:20, Runing Days: Odd Days, departure: 10:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,11:10,14:10,250.0,"[:Schedule {service_type: Luxury, arrival: 14:10, route_no: 01, route_type: Express Route, arrival_to_terminal: 10:40, Runing Days: Odd Days, departure: 11:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,11:10,14:10,250.0,"[:Schedule {service_type: Luxury, arrival: 14:10, route_no: 01, route_type: Express Route, arrival_to_terminal: 10:40, Runing Days: Odd Days, departure: 11:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,11:30,15:30,250.0,"[:Schedule {service_type: Luxury, arrival: 15:30, route_no: 01, route_type: Normal Route, arrival_to_terminal: 11:00, Runing Days: Odd Days, departure: 11:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,11:30,15:30,250.0,"[:Schedule {service_type: Luxury, arrival: 15:30, route_no: 01, route_type: Normal Route, arrival_to_terminal: 11:00, Runing Days: Odd Days, departure: 11:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,11:50,14:50,250.0,"[:Schedule {service_type: Luxury, arrival: 14:50, route_no: 01, route_type: Express Route, arrival_to_terminal: 11:20, Runing Days: Odd Days, departure: 11:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,11:50,14:50,250.0,"[:Schedule {service_type: Luxury, arrival: 14:50, route_no: 01, route_type: Express Route, arrival_to_terminal: 11:20, Runing Days: Odd Days, departure: 11:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,12:10,16:10,250.0,"[:Schedule {service_type: Luxury, arrival: 16:10, route_no: 01, route_type: Normal Route, arrival_to_terminal: 11:40, Runing Days: Odd Days, departure: 12:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,12:10,16:10,250.0,"[:Schedule {service_type: Luxury, arrival: 16:10, route_no: 01, route_type: Normal Route, arrival_to_terminal: 11:40, Runing Days: Odd Days, departure: 12:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,12:30,15:30,250.0,"[:Schedule {service_type: Luxury, arrival: 15:30, route_no: 01, route_type: Express Route, arrival_to_terminal: 12:00, Runing Days: Odd Days, departure: 12:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,12:30,15:30,250.0,"[:Schedule {service_type: Luxury, arrival: 15:30, route_no: 01, route_type: Express Route, arrival_to_terminal: 12:00, Runing Days: Odd Days, departure: 12:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,12:50,16:50,250.0,"[:Schedule {service_type: Luxury, arrival: 16:50, route_no: 01, route_type: Normal Route, arrival_to_terminal: 12:20, Runing Days: Odd Days, departure: 12:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,12:50,16:50,250.0,"[:Schedule {service_type: Luxury, arrival: 16:50, route_no: 01, route_type: Normal Route, arrival_to_terminal: 12:20, Runing Days: Odd Days, departure: 12:50, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,13:10,16:10,250.0,"[:Schedule {service_type: Luxury, arrival: 16:10, route_no: 01, route_type: Express Route, arrival_to_terminal: 12:40, Runing Days: Odd Days, departure: 13:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,13:10,16:10,250.0,"[:Schedule {service_type: Luxury, arrival: 16:10, route_no: 01, route_type: Express Route, arrival_to_terminal: 12:40, Runing Days: Odd Days, departure: 13:10, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,13:30,17:30,250.0,"[:Schedule {service_type: Luxury, arrival: 17:30, route_no: 01, route_type: Normal Route, arrival_to_terminal: 13:00, Runing Days: Odd Days, departure: 13:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,13:30,17:30,250.0,"[:Schedule {service_type: Luxury, arrival: 17:30, route_no: 01, route_type: Normal Route, arrival_to_terminal: 13:00, Runing Days: Odd Days, departure: 13:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,13:45,16:45,250.0,"[:Schedule {service_type: Luxury, arrival: 16:45, route_no: 01, route_type: Express Route, arrival_to_terminal: 13:15, Runing Days: Odd Days, departure: 13:45, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,13:45,16:45,250.0,"[:Schedule {service_type: Luxury, arrival: 16:45, route_no: 01, route_type: Express Route, arrival_to_terminal: 13:15, Runing Days: Odd Days, departure: 13:45, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,14:00,18:00,250.0,"[:Schedule {service_type: Luxury, arrival: 18:00, route_no: 01, route_type: Normal Route, arrival_to_terminal: 13:30, Runing Days: Odd Days, departure: 14:00, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,14:00,18:00,250.0,"[:Schedule {service_type: Luxury, arrival: 18:00, route_no: 01, route_type: Normal Route, arrival_to_terminal: 13:30, Runing Days: Odd Days, departure: 14:00, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,14:15,17:15,250.0,"[:Schedule {service_type: Luxury, arrival: 17:15, route_no: 01, route_type: Express Route, arrival_to_terminal: 13:45, Runing Days: Odd Days, departure: 14:15, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,14:15,17:15,250.0,"[:Schedule {service_type: Luxury, arrival: 17:15, route_no: 01, route_type: Express Route, arrival_to_terminal: 13:45, Runing Days: Odd Days, departure: 14:15, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,14:30,18:30,250.0,"[:Schedule {service_type: Luxury, arrival: 18:30, route_no: 01, route_type: Normal Route, arrival_to_terminal: 14:00, Runing Days: Odd Days, departure: 14:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,14:30,18:30,250.0,"[:Schedule {service_type: Luxury, arrival: 18:30, route_no: 01, route_type: Normal Route, arrival_to_terminal: 14:00, Runing Days: Odd Days, departure: 14:30, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,14:45,17:45,250.0,"[:Schedule {service_type: Luxury, arrival: 17:45, route_no: 01, route_type: Express Route, arrival_to_terminal: 14:15, Runing Days: Odd Days, departure: 14:45, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,14:45,17:45,250.0,"[:Schedule {service_type: Luxury, arrival: 17:45, route_no: 01, route_type: Express Route, arrival_to_terminal: 14:15, Runing Days: Odd Days, departure: 14:45, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,15:00,19:00,250.0,"[:Schedule {service_type: Luxury, arrival: 19:00, route_no: 01, route_type: Normal Route, arrival_to_terminal: 14:30, Runing Days: Odd Days, departure: 15:00, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,15:00,19:00,250.0,"[:Schedule {service_type: Luxury, arrival: 19:00, route_no: 01, route_type: Normal Route, arrival_to_terminal: 14:30, Runing Days: Odd Days, departure: 15:00, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,15:15,18:15,250.0,"[:Schedule {service_type: Luxury, arrival: 18:15, route_no: 01, route_type: Express Route, arrival_to_terminal: 14:45, Runing Days: Odd Days, departure: 15:15, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,15:15,18:15,250.0,"[:Schedule {service_type: Luxury, arrival: 18:15, route_no: 01, route_type: Express Route, arrival_to_terminal: 14:45, Runing Days: Odd Days, departure: 15:15, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,15:35,19:35,250.0,"[:Schedule {service_type: Luxury, arrival: 19:35, route_no: 01, route_type: Normal Route, arrival_to_terminal: 15:05, Runing Days: Odd Days, departure: 15:35, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,15:35,19:35,250.0,"[:Schedule {service_type: Luxury, arrival: 19:35, route_no: 01, route_type: Normal Route, arrival_to_terminal: 15:05, Runing Days: Odd Days, departure: 15:35, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,15:55,18:55,250.0,"[:Schedule {service_type: Luxury, arrival: 18:55, route_no: 01, route_type: Express Route, arrival_to_terminal: 15:25, Runing Days: Odd Days, departure: 15:55, fare_type: AC, Source: 01 Kandy - Colombo Panal -OddDays_extracted_tables_english new.pdf}]","[:Fare {fare: 250.0, route_id: C001}]"
